state,district,year,crop,session,area,production,yield,yield_num
22. Rajasthan,12. Dausa,2021 - 2022,Guar seed,Whole Year,"5,680.00","6,817.00",1.20,1.2
22. Rajasthan,12. Dausa,2022 - 2023,Potato,Whole Year,1.00,4.00,4.00,4.0
22. Rajasthan,12. Dausa,2022 - 2023,Onion,Whole Year,56.00,217.00,3.88,3.88
22. Rajasthan,12. Dausa,2022 - 2023,Tobacco,Whole Year,3.00,12.00,4.00,4.0
22. Rajasthan,12. Dausa,2022 - 2023,Coriander,Whole Year,3.00,4.00,1.33,1.33
22. Rajasthan,12. Dausa,2022 - 2023,Guar seed,Whole Year,"4,280.00","4,920.00",1.15,1.15
22. Rajasthan,13. Dholpur,2020 - 2021,Dry chillies,Whole Year,105.00,368.00,3.50,3.5
22. Rajasthan,13. Dholpur,2020 - 2021,Potato,Whole Year,"7,012.00","143,740.00",20.50,20.5
22. Rajasthan,13. Dholpur,2020 - 2021,Sugarcane,Whole Year,4.00,317.00,79.25,79.25
22. Rajasthan,13. Dholpur,2020 - 2021,Onion,Whole Year,2.00,25.00,12.50,12.5
22. Rajasthan,13. Dholpur,2020 - 2021,Sweet potato,Whole Year,24.00,285.00,11.88,11.88
22. Rajasthan,13. Dholpur,2020 - 2021,Tobacco,Whole Year,1.00,0.00,0.00,0.0
22. Rajasthan,13. Dholpur,2020 - 2021,Coriander,Whole Year,3.00,5.00,1.67,1.67
22. Rajasthan,13. Dholpur,2020 - 2021,Garlic,Whole Year,8.00,48.00,6.00,6.0
22. Rajasthan,13. Dholpur,2020 - 2021,Guar seed,Whole Year,322.00,147.00,0.46,0.46
22. Rajasthan,13. Dholpur,2021 - 2022,Dry chillies,Whole Year,143.00,414.00,2.90,2.9
22. Rajasthan,13. Dholpur,2021 - 2022,Potato,Whole Year,"6,470.00","127,492.00",19.71,19.71
22. Rajasthan,13. Dholpur,2021 - 2022,Sugarcane,Whole Year,9.00,683.00,75.89,75.89
22. Rajasthan,13. Dholpur,2021 - 2022,Onion,Whole Year,5.00,50.00,10.00,10.0
22. Rajasthan,13. Dholpur,2021 - 2022,Garlic,Whole Year,136.00,680.00,5.00,5.0
22. Rajasthan,13. Dholpur,2021 - 2022,Guar seed,Whole Year,316.00,132.00,0.42,0.42
22. Rajasthan,13. Dholpur,2022 - 2023,Potato,Whole Year,"6,366.00","126,110.00",19.81,19.81
22. Rajasthan,13. Dholpur,2022 - 2023,Sugarcane,Whole Year,9.00,804.00,89.33,89.33
22. Rajasthan,13. Dholpur,2022 - 2023,Onion,Whole Year,1.00,10.00,10.00,10.0
22. Rajasthan,13. Dholpur,2022 - 2023,Coriander,Whole Year,2.00,3.00,1.50,1.5
22. Rajasthan,13. Dholpur,2022 - 2023,Garlic,Whole Year,92.00,460.00,5.00,5.0
22. Rajasthan,13. Dholpur,2022 - 2023,Guar seed,Whole Year,88.00,48.00,0.55,0.55
22. Rajasthan,14. Dungarpur,2020 - 2021,Dry chillies,Whole Year,67.00,53.00,0.79,0.79
22. Rajasthan,14. Dungarpur,2020 - 2021,Ginger,Whole Year,38.00,228.00,6.00,6.0
22. Rajasthan,14. Dungarpur,2020 - 2021,Sugarcane,Whole Year,13.00,950.00,73.08,73.08
22. Rajasthan,14. Dungarpur,2020 - 2021,Onion,Whole Year,45.00,225.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2020 - 2021,Coriander,Whole Year,2.00,3.00,1.50,1.5
22. Rajasthan,14. Dungarpur,2020 - 2021,Garlic,Whole Year,13.00,65.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2020 - 2021,Guar seed,Whole Year,408.00,187.00,0.46,0.46
22. Rajasthan,14. Dungarpur,2021 - 2022,Dry chillies,Whole Year,43.00,32.00,0.74,0.74
22. Rajasthan,14. Dungarpur,2021 - 2022,Ginger,Whole Year,36.00,186.00,5.17,5.17
22. Rajasthan,14. Dungarpur,2021 - 2022,Turmeric,Whole Year,2.00,12.00,6.00,6.0
22. Rajasthan,14. Dungarpur,2021 - 2022,Sugarcane,Whole Year,28.00,"2,124.00",75.86,75.86
22. Rajasthan,14. Dungarpur,2021 - 2022,Onion,Whole Year,15.00,75.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2021 - 2022,Garlic,Whole Year,13.00,65.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2021 - 2022,Guar seed,Whole Year,172.00,72.00,0.42,0.42
22. Rajasthan,14. Dungarpur,2022 - 2023,Ginger,Whole Year,10.00,18.00,1.80,1.8
22. Rajasthan,14. Dungarpur,2022 - 2023,Potato,Whole Year,9.00,45.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2022 - 2023,Turmeric,Whole Year,2.00,2.00,1.00,1.0
22. Rajasthan,14. Dungarpur,2022 - 2023,Sugarcane,Whole Year,8.00,714.00,89.25,89.25
22. Rajasthan,14. Dungarpur,2022 - 2023,Onion,Whole Year,9.00,45.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2022 - 2023,Garlic,Whole Year,7.00,35.00,5.00,5.0
22. Rajasthan,14. Dungarpur,2022 - 2023,Guar seed,Whole Year,123.00,66.00,0.54,0.54
22. Rajasthan,15. Ganganagar,2020 - 2021,Dry chillies,Whole Year,14.00,153.00,10.93,10.93
22. Rajasthan,15. Ganganagar,2020 - 2021,Potato,Whole Year,224.00,"3,827.00",17.08,17.08
22. Rajasthan,15. Ganganagar,2020 - 2021,Sugarcane,Whole Year,"2,547.00","205,241.00",80.58,80.58
22. Rajasthan,15. Ganganagar,2020 - 2021,Onion,Whole Year,72.00,523.00,7.26,7.26
22. Rajasthan,15. Ganganagar,2020 - 2021,Sweet potato,Whole Year,2.00,9.00,4.50,4.5
22. Rajasthan,15. Ganganagar,2020 - 2021,Coriander,Whole Year,21.00,31.00,1.48,1.48
22. Rajasthan,15. Ganganagar,2020 - 2021,Garlic,Whole Year,58.00,670.00,11.55,11.55
22. Rajasthan,15. Ganganagar,2020 - 2021,Guar seed,Whole Year,"174,899.00","125,156.00",0.72,0.72
22. Rajasthan,15. Ganganagar,2021 - 2022,Banana,Whole Year,1.00,0.00,0.00,0.0
22. Rajasthan,15. Ganganagar,2021 - 2022,Dry chillies,Whole Year,38.00,477.00,12.55,12.55
22. Rajasthan,15. Ganganagar,2021 - 2022,Potato,Whole Year,462.00,"14,374.00",31.11,31.11
22. Rajasthan,15. Ganganagar,2021 - 2022,Sugarcane,Whole Year,"2,322.00","183,027.00",78.82,78.82
22. Rajasthan,15. Ganganagar,2021 - 2022,Onion,Whole Year,48.00,155.00,3.23,3.23
22. Rajasthan,15. Ganganagar,2021 - 2022,Coriander,Whole Year,3.00,4.00,1.33,1.33
22. Rajasthan,15. Ganganagar,2021 - 2022,Garlic,Whole Year,42.00,"1,240.00",29.52,29.52
22. Rajasthan,15. Ganganagar,2021 - 2022,Guar seed,Whole Year,"141,308.00","92,535.00",0.65,0.65
22. Rajasthan,15. Ganganagar,2022 - 2023,Potato,Whole Year,454.00,"1,840.00",4.05,4.05
22. Rajasthan,15. Ganganagar,2022 - 2023,Turmeric,Whole Year,13.00,304.00,23.38,23.38
22. Rajasthan,15. Ganganagar,2022 - 2023,Sugarcane,Whole Year,"2,060.00","208,478.00",101.20,101.2
22. Rajasthan,15. Ganganagar,2022 - 2023,Onion,Whole Year,43.00,175.00,4.07,4.07
22. Rajasthan,15. Ganganagar,2022 - 2023,Garlic,Whole Year,18.00,37.00,2.06,2.06
22. Rajasthan,15. Ganganagar,2022 - 2023,Guar seed,Whole Year,"238,152.00","197,412.00",0.83,0.83
22. Rajasthan,16. Hanumangarh,2020 - 2021,Dry chillies,Whole Year,64.00,23.00,0.36,0.36
22. Rajasthan,16. Hanumangarh,2020 - 2021,Potato,Whole Year,481.00,"9,938.00",20.66,20.66
22. Rajasthan,16. Hanumangarh,2020 - 2021,Sugarcane,Whole Year,26.00,"2,159.00",83.04,83.04
22. Rajasthan,16. Hanumangarh,2020 - 2021,Onion,Whole Year,103.00,"1,486.00",14.43,14.43
22. Rajasthan,16. Hanumangarh,2020 - 2021,Coriander,Whole Year,1.00,2.00,2.00,2.0
22. Rajasthan,16. Hanumangarh,2020 - 2021,Garlic,Whole Year,25.00,56.00,2.24,2.24
22. Rajasthan,16. Hanumangarh,2020 - 2021,Guar seed,Whole Year,"335,382.00","160,122.00",0.48,0.48
22. Rajasthan,16. Hanumangarh,2021 - 2022,Dry chillies,Whole Year,20.00,9.00,0.45,0.45
22. Rajasthan,16. Hanumangarh,2021 - 2022,Potato,Whole Year,875.00,"27,646.00",31.60,31.6
22. Rajasthan,16. Hanumangarh,2021 - 2022,Sugarcane,Whole Year,26.00,"2,638.00",101.46,101.46
22. Rajasthan,16. Hanumangarh,2021 - 2022,Onion,Whole Year,135.00,"2,502.00",18.53,18.53
22. Rajasthan,16. Hanumangarh,2021 - 2022,Garlic,Whole Year,50.00,228.00,4.56,4.56
22. Rajasthan,16. Hanumangarh,2021 - 2022,Guar seed,Whole Year,"321,922.00","192,520.00",0.60,0.6
22. Rajasthan,16. Hanumangarh,2022 - 2023,Potato,Whole Year,"1,225.00","37,692.00",30.77,30.77
22. Rajasthan,16. Hanumangarh,2022 - 2023,Sugarcane,Whole Year,32.00,"3,323.00",103.84,103.84
22. Rajasthan,16. Hanumangarh,2022 - 2023,Onion,Whole Year,63.00,"1,200.00",19.05,19.05
22. Rajasthan,16. Hanumangarh,2022 - 2023,Garlic,Whole Year,19.00,41.00,2.16,2.16
22. Rajasthan,16. Hanumangarh,2022 - 2023,Guar seed,Whole Year,"391,058.00","197,915.00",0.51,0.51
22. Rajasthan,17. Jaipur,2020 - 2021,Dry chillies,Whole Year,698.00,738.00,1.06,1.06
22. Rajasthan,17. Jaipur,2020 - 2021,Potato,Whole Year,11.00,4.00,0.36,0.36
22. Rajasthan,17. Jaipur,2020 - 2021,Sugarcane,Whole Year,65.00,"3,943.00",60.66,60.66
22. Rajasthan,17. Jaipur,2020 - 2021,Onion,Whole Year,"3,611.00","7,623.00",2.11,2.11
22. Rajasthan,17. Jaipur,2020 - 2021,Sweet potato,Whole Year,60.00,64.00,1.07,1.07
22. Rajasthan,17. Jaipur,2020 - 2021,Coriander,Whole Year,13.00,19.00,1.46,1.46
22. Rajasthan,17. Jaipur,2020 - 2021,Garlic,Whole Year,22.00,27.00,1.23,1.23
22. Rajasthan,17. Jaipur,2020 - 2021,Guar seed,Whole Year,"41,431.00","51,623.00",1.25,1.25
22. Rajasthan,17. Jaipur,2021 - 2022,Dry chillies,Whole Year,"1,083.00","1,210.00",1.12,1.12
22. Rajasthan,17. Jaipur,2021 - 2022,Potato,Whole Year,18.00,21.00,1.17,1.17
22. Rajasthan,17. Jaipur,2021 - 2022,Sugarcane,Whole Year,48.00,"5,089.00",106.02,106.02
22. Rajasthan,17. Jaipur,2021 - 2022,Onion,Whole Year,"5,961.00","11,566.00",1.94,1.94
22. Rajasthan,17. Jaipur,2021 - 2022,Sweet potato,Whole Year,42.00,44.00,1.05,1.05
22. Rajasthan,17. Jaipur,2021 - 2022,Coriander,Whole Year,19.00,28.00,1.47,1.47
22. Rajasthan,17. Jaipur,2021 - 2022,Garlic,Whole Year,23.00,29.00,1.26,1.26
22. Rajasthan,17. Jaipur,2021 - 2022,Guar seed,Whole Year,"43,287.00","51,174.00",1.18,1.18
22. Rajasthan,17. Jaipur,2022 - 2023,Potato,Whole Year,1.00,1.00,1.00,1.0
22. Rajasthan,17. Jaipur,2022 - 2023,Sugarcane,Whole Year,17.00,"1,198.00",70.47,70.47
22. Rajasthan,17. Jaipur,2022 - 2023,Onion,Whole Year,"3,541.00","6,320.00",1.78,1.78
22. Rajasthan,17. Jaipur,2022 - 2023,Sweet potato,Whole Year,24.00,25.00,1.04,1.04
22. Rajasthan,17. Jaipur,2022 - 2023,Coriander,Whole Year,18.00,25.00,1.39,1.39
22. Rajasthan,17. Jaipur,2022 - 2023,Garlic,Whole Year,15.00,17.00,1.13,1.13
22. Rajasthan,17. Jaipur,2022 - 2023,Guar seed,Whole Year,"50,551.00","59,314.00",1.17,1.17
22. Rajasthan,18. Jaisalmer,2020 - 2021,Dry chillies,Whole Year,4.00,4.00,1.00,1.0
22. Rajasthan,18. Jaisalmer,2020 - 2021,Onion,Whole Year,11.00,11.00,1.00,1.0
22. Rajasthan,18. Jaisalmer,2020 - 2021,Guar seed,Whole Year,"467,691.00","99,547.00",0.21,0.21
22. Rajasthan,18. Jaisalmer,2021 - 2022,Dry chillies,Whole Year,5.00,4.00,0.80,0.8
22. Rajasthan,18. Jaisalmer,2021 - 2022,Potato,Whole Year,1.00,3.00,3.00,3.0
22. Rajasthan,18. Jaisalmer,2021 - 2022,Onion,Whole Year,6.00,7.00,1.17,1.17
22. Rajasthan,18. Jaisalmer,2021 - 2022,Coriander,Whole Year,16.00,24.00,1.50,1.5
22. Rajasthan,18. Jaisalmer,2021 - 2022,Guar seed,Whole Year,"468,305.00","93,957.00",0.20,0.2
22. Rajasthan,18. Jaisalmer,2022 - 2023,Onion,Whole Year,5.00,5.00,1.00,1.0
22. Rajasthan,18. Jaisalmer,2022 - 2023,Guar seed,Whole Year,"518,043.00","111,038.00",0.21,0.21
22. Rajasthan,19. Jalore,2020 - 2021,Dry chillies,Whole Year,"1,023.00","1,943.00",1.90,1.9
22. Rajasthan,19. Jalore,2020 - 2021,Potato,Whole Year,118.00,389.00,3.30,3.3
22. Rajasthan,19. Jalore,2020 - 2021,Onion,Whole Year,4.00,11.00,2.75,2.75
22. Rajasthan,19. Jalore,2020 - 2021,Sweet potato,Whole Year,50.00,197.00,3.94,3.94
22. Rajasthan,19. Jalore,2020 - 2021,Tobacco,Whole Year,152.00,167.00,1.10,1.1
22. Rajasthan,19. Jalore,2020 - 2021,Coriander,Whole Year,17.00,25.00,1.47,1.47
22. Rajasthan,19. Jalore,2020 - 2021,Garlic,Whole Year,4.00,13.00,3.25,3.25
22. Rajasthan,19. Jalore,2020 - 2021,Guar seed,Whole Year,"43,219.00","21,736.00",0.50,0.5
22. Rajasthan,19. Jalore,2021 - 2022,Dry chillies,Whole Year,"1,237.00","1,979.00",1.60,1.6
22. Rajasthan,19. Jalore,2021 - 2022,Potato,Whole Year,67.00,295.00,4.40,4.4
22. Rajasthan,19. Jalore,2021 - 2022,Onion,Whole Year,360.00,"1,706.00",4.74,4.74
22. Rajasthan,19. Jalore,2021 - 2022,Sweet potato,Whole Year,35.00,116.00,3.31,3.31
22. Rajasthan,19. Jalore,2021 - 2022,Tobacco,Whole Year,114.00,160.00,1.40,1.4
22. Rajasthan,19. Jalore,2021 - 2022,Coriander,Whole Year,4.00,6.00,1.50,1.5
22. Rajasthan,19. Jalore,2021 - 2022,Garlic,Whole Year,25.00,90.00,3.60,3.6
22. Rajasthan,19. Jalore,2021 - 2022,Guar seed,Whole Year,"39,458.00","4,191.00",0.11,0.11
22. Rajasthan,19. Jalore,2022 - 2023,Potato,Whole Year,87.00,267.00,3.07,3.07
22. Rajasthan,19. Jalore,2022 - 2023,Onion,Whole Year,221.00,"1,036.00",4.69,4.69
22. Rajasthan,19. Jalore,2022 - 2023,Sweet potato,Whole Year,25.00,68.00,2.72,2.72
22. Rajasthan,19. Jalore,2022 - 2023,Tobacco,Whole Year,161.00,166.00,1.03,1.03
22. Rajasthan,19. Jalore,2022 - 2023,Coriander,Whole Year,5.00,7.00,1.40,1.4
22. Rajasthan,19. Jalore,2022 - 2023,Garlic,Whole Year,24.00,60.00,2.50,2.5
22. Rajasthan,19. Jalore,2022 - 2023,Guar seed,Whole Year,"31,891.00","17,063.00",0.54,0.54
22. Rajasthan,20. Jhalawar,2020 - 2021,Dry chillies,Whole Year,71.00,102.00,1.44,1.44
22. Rajasthan,20. Jhalawar,2020 - 2021,Potato,Whole Year,56.00,282.00,5.04,5.04
22. Rajasthan,20. Jhalawar,2020 - 2021,Sugarcane,Whole Year,1.00,79.00,79.00,79.0
22. Rajasthan,20. Jhalawar,2020 - 2021,Onion,Whole Year,"2,657.00","31,410.00",11.82,11.82
22. Rajasthan,20. Jhalawar,2020 - 2021,Sweet potato,Whole Year,20.00,20.00,1.00,1.0
22. Rajasthan,20. Jhalawar,2020 - 2021,Coriander,Whole Year,"49,338.00","65,654.00",1.33,1.33
22. Rajasthan,20. Jhalawar,2020 - 2021,Garlic,Whole Year,"21,620.00","120,135.00",5.56,5.56
22. Rajasthan,20. Jhalawar,2020 - 2021,Guar seed,Whole Year,2.00,1.00,0.50,0.5
22. Rajasthan,20. Jhalawar,2021 - 2022,Dry chillies,Whole Year,70.00,119.00,1.70,1.7
22. Rajasthan,20. Jhalawar,2021 - 2022,Ginger,Whole Year,2.00,0.00,0.00,0.0
22. Rajasthan,20. Jhalawar,2021 - 2022,Potato,Whole Year,60.00,165.00,2.75,2.75
22. Rajasthan,20. Jhalawar,2021 - 2022,Turmeric,Whole Year,2.00,2.00,1.00,1.0
22. Rajasthan,20. Jhalawar,2021 - 2022,Sugarcane,Whole Year,2.00,152.00,76.00,76.0
22. Rajasthan,20. Jhalawar,2021 - 2022,Onion,Whole Year,"4,717.00","21,012.00",4.45,4.45
22. Rajasthan,20. Jhalawar,2021 - 2022,Sweet potato,Whole Year,18.00,42.00,2.33,2.33
22. Rajasthan,20. Jhalawar,2021 - 2022,Coriander,Whole Year,"27,609.00","36,655.00",1.33,1.33
22. Rajasthan,20. Jhalawar,2021 - 2022,Garlic,Whole Year,"26,801.00","126,348.00",4.71,4.71
22. Rajasthan,20. Jhalawar,2021 - 2022,Guar seed,Whole Year,2.00,1.00,0.50,0.5
22. Rajasthan,20. Jhalawar,2022 - 2023,Potato,Whole Year,19.00,60.00,3.16,3.16
22. Rajasthan,20. Jhalawar,2022 - 2023,Sugarcane,Whole Year,2.00,178.00,89.00,89.0
22. Rajasthan,20. Jhalawar,2022 - 2023,Onion,Whole Year,"1,621.00","6,373.00",3.93,3.93
22. Rajasthan,20. Jhalawar,2022 - 2023,Sweet potato,Whole Year,3.00,7.00,2.33,2.33
22. Rajasthan,20. Jhalawar,2022 - 2023,Coriander,Whole Year,"54,230.00","66,234.00",1.22,1.22
22. Rajasthan,20. Jhalawar,2022 - 2023,Garlic,Whole Year,"15,676.00","94,056.00",6.00,6.0
22. Rajasthan,20. Jhalawar,2022 - 2023,Guar seed,Whole Year,1.00,1.00,1.00,1.0
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Dry chillies,Whole Year,107.00,54.00,0.50,0.5
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Potato,Whole Year,74.00,150.00,2.03,2.03
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Onion,Whole Year,"3,695.00","24,553.00",6.64,6.64
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Sweet potato,Whole Year,1.00,0.00,0.00,0.0
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Tobacco,Whole Year,42.00,205.00,4.88,4.88
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Coriander,Whole Year,7.00,10.00,1.43,1.43
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Garlic,Whole Year,279.00,556.00,1.99,1.99
22. Rajasthan,21. Jhunjhunu,2020 - 2021,Guar seed,Whole Year,"44,570.00","40,457.00",0.91,0.91
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Dry chillies,Whole Year,103.00,50.00,0.49,0.49
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Potato,Whole Year,9.00,142.00,15.78,15.78
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Onion,Whole Year,"6,143.00","121,433.00",19.77,19.77
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Sweet potato,Whole Year,2.00,0.00,0.00,0.0
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Tobacco,Whole Year,4.00,15.00,3.75,3.75
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Coriander,Whole Year,13.00,19.00,1.46,1.46
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Garlic,Whole Year,305.00,"6,100.00",20.00,20.0
22. Rajasthan,21. Jhunjhunu,2021 - 2022,Guar seed,Whole Year,"47,463.00","40,874.00",0.86,0.86
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Potato,Whole Year,3.00,0.00,0.00,0.0
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Onion,Whole Year,"3,767.00","30,250.00",8.03,8.03
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Sweet potato,Whole Year,5.00,0.00,0.00,0.0
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Tobacco,Whole Year,11.00,55.00,5.00,5.0
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Coriander,Whole Year,18.00,25.00,1.39,1.39
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Garlic,Whole Year,183.00,109.00,0.60,0.6
22. Rajasthan,21. Jhunjhunu,2022 - 2023,Guar seed,Whole Year,"48,663.00","49,646.00",1.02,1.02
22. Rajasthan,22. Jodhpur,2020 - 2021,Dry chillies,Whole Year,740.00,444.00,0.60,0.6
22. Rajasthan,22. Jodhpur,2020 - 2021,Potato,Whole Year,19.00,385.00,20.26,20.26
22. Rajasthan,22. Jodhpur,2020 - 2021,Onion,Whole Year,"21,793.00","541,439.00",24.84,24.84
22. Rajasthan,22. Jodhpur,2020 - 2021,Sweet potato,Whole Year,39.00,203.00,5.21,5.21
22. Rajasthan,22. Jodhpur,2020 - 2021,Coriander,Whole Year,"1,072.00","1,598.00",1.49,1.49
22. Rajasthan,22. Jodhpur,2020 - 2021,Garlic,Whole Year,"3,478.00","51,378.00",14.77,14.77
22. Rajasthan,22. Jodhpur,2020 - 2021,Guar seed,Whole Year,"136,986.00","104,243.00",0.76,0.76
22. Rajasthan,22. Jodhpur,2021 - 2022,Dry chillies,Whole Year,821.00,491.00,0.60,0.6
22. Rajasthan,22. Jodhpur,2021 - 2022,Potato,Whole Year,19.00,390.00,20.53,20.53
22. Rajasthan,22. Jodhpur,2021 - 2022,Onion,Whole Year,"16,041.00","390,155.00",24.32,24.32
22. Rajasthan,22. Jodhpur,2021 - 2022,Sweet potato,Whole Year,11.00,23.00,2.09,2.09
22. Rajasthan,22. Jodhpur,2021 - 2022,Coriander,Whole Year,448.00,662.00,1.48,1.48
22. Rajasthan,22. Jodhpur,2021 - 2022,Garlic,Whole Year,"1,914.00","28,590.00",14.94,14.94
22. Rajasthan,22. Jodhpur,2021 - 2022,Guar seed,Whole Year,"149,043.00","71,996.00",0.48,0.48
22. Rajasthan,22. Jodhpur,2022 - 2023,Potato,Whole Year,21.00,245.00,11.67,11.67
22. Rajasthan,22. Jodhpur,2022 - 2023,Onion,Whole Year,"16,071.00","384,117.00",23.90,23.9
22. Rajasthan,22. Jodhpur,2022 - 2023,Sweet potato,Whole Year,1.00,15.00,15.00,15.0
22. Rajasthan,22. Jodhpur,2022 - 2023,Coriander,Whole Year,842.00,"1,153.00",1.37,1.37
22. Rajasthan,22. Jodhpur,2022 - 2023,Garlic,Whole Year,939.00,"10,476.00",11.16,11.16
22. Rajasthan,22. Jodhpur,2022 - 2023,Guar seed,Whole Year,"167,551.00","91,466.00",0.55,0.55
22. Rajasthan,23. Karauli,2020 - 2021,Dry chillies,Whole Year,22.00,28.00,1.27,1.27
22. Rajasthan,23. Karauli,2020 - 2021,Potato,Whole Year,65.00,521.00,8.02,8.02
22. Rajasthan,23. Karauli,2020 - 2021,Sugarcane,Whole Year,15.00,"1,177.00",78.47,78.47
22. Rajasthan,23. Karauli,2020 - 2021,Onion,Whole Year,26.00,84.00,3.23,3.23
22. Rajasthan,23. Karauli,2020 - 2021,Sweet potato,Whole Year,4.00,13.00,3.25,3.25
22. Rajasthan,23. Karauli,2020 - 2021,Tobacco,Whole Year,26.00,6.00,0.23,0.23
22. Rajasthan,23. Karauli,2020 - 2021,Coriander,Whole Year,3.00,4.00,1.33,1.33
22. Rajasthan,23. Karauli,2020 - 2021,Garlic,Whole Year,2.00,6.00,3.00,3.0
22. Rajasthan,23. Karauli,2020 - 2021,Guar seed,Whole Year,881.00,"1,531.00",1.74,1.74
22. Rajasthan,23. Karauli,2021 - 2022,Dry chillies,Whole Year,13.00,24.00,1.85,1.85
22. Rajasthan,23. Karauli,2021 - 2022,Potato,Whole Year,72.00,553.00,7.68,7.68
22. Rajasthan,23. Karauli,2021 - 2022,Sugarcane,Whole Year,10.00,"1,089.00",108.90,108.9
22. Rajasthan,23. Karauli,2021 - 2022,Onion,Whole Year,15.00,53.00,3.53,3.53
22. Rajasthan,23. Karauli,2021 - 2022,Sweet potato,Whole Year,2.00,5.00,2.50,2.5
22. Rajasthan,23. Karauli,2021 - 2022,Tobacco,Whole Year,52.00,28.00,0.54,0.54
22. Rajasthan,23. Karauli,2021 - 2022,Coriander,Whole Year,1.00,2.00,2.00,2.0
22. Rajasthan,23. Karauli,2021 - 2022,Guar seed,Whole Year,611.00,"1,136.00",1.86,1.86
22. Rajasthan,23. Karauli,2022 - 2023,Potato,Whole Year,55.00,499.00,9.07,9.07
22. Rajasthan,23. Karauli,2022 - 2023,Sugarcane,Whole Year,16.00,"1,150.00",71.88,71.88
22. Rajasthan,23. Karauli,2022 - 2023,Onion,Whole Year,8.00,24.00,3.00,3.0
22. Rajasthan,23. Karauli,2022 - 2023,Sweet potato,Whole Year,1.00,2.00,2.00,2.0
22. Rajasthan,23. Karauli,2022 - 2023,Tobacco,Whole Year,20.00,16.00,0.80,0.8
22. Rajasthan,23. Karauli,2022 - 2023,Coriander,Whole Year,1.00,1.00,1.00,1.0
22. Rajasthan,23. Karauli,2022 - 2023,Garlic,Whole Year,1.00,3.00,3.00,3.0
22. Rajasthan,23. Karauli,2022 - 2023,Guar seed,Whole Year,253.00,353.00,1.40,1.4
22. Rajasthan,24. Kota,2020 - 2021,Dry chillies,Whole Year,33.00,4.00,0.12,0.12
22. Rajasthan,24. Kota,2020 - 2021,Potato,Whole Year,141.00,8.00,0.06,0.06
22. Rajasthan,24. Kota,2020 - 2021,Sugarcane,Whole Year,3.00,237.00,79.00,79.0
22. Rajasthan,24. Kota,2020 - 2021,Onion,Whole Year,176.00,226.00,1.28,1.28
22. Rajasthan,24. Kota,2020 - 2021,Coriander,Whole Year,"26,723.00","44,140.00",1.65,1.65
22. Rajasthan,24. Kota,2020 - 2021,Garlic,Whole Year,"17,336.00","117,875.00",6.80,6.8
22. Rajasthan,24. Kota,2021 - 2022,Dry chillies,Whole Year,5.00,3.00,0.60,0.6
22. Rajasthan,24. Kota,2021 - 2022,Ginger,Whole Year,1.00,0.00,0.00,0.0
22. Rajasthan,24. Kota,2021 - 2022,Potato,Whole Year,177.00,5.00,0.03,0.03
22. Rajasthan,24. Kota,2021 - 2022,Sugarcane,Whole Year,3.00,227.00,75.67,75.67
22. Rajasthan,24. Kota,2021 - 2022,Onion,Whole Year,158.00,609.00,3.85,3.85
22. Rajasthan,24. Kota,2021 - 2022,Tobacco,Whole Year,1.00,0.00,0.00,0.0
22. Rajasthan,24. Kota,2021 - 2022,Coriander,Whole Year,"6,536.00","12,102.00",1.85,1.85
22. Rajasthan,24. Kota,2021 - 2022,Garlic,Whole Year,"21,283.00","144,724.00",6.80,6.8
22. Rajasthan,24. Kota,2022 - 2023,Potato,Whole Year,175.00,5.00,0.03,0.03
22. Rajasthan,24. Kota,2022 - 2023,Sugarcane,Whole Year,6.00,536.00,89.33,89.33
22. Rajasthan,24. Kota,2022 - 2023,Onion,Whole Year,46.00,166.00,3.61,3.61
22. Rajasthan,24. Kota,2022 - 2023,Coriander,Whole Year,"20,902.00","34,689.00",1.66,1.66
22. Rajasthan,24. Kota,2022 - 2023,Garlic,Whole Year,"11,909.00","80,981.00",6.80,6.8
